id,station_name,city,state,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,latitude,longitude
104734,Buffalo State - Cleveland Hall,Buffalo,NY,0,2,0,42.932067,-78.88137
147095,Niagara Power Vista,Lewiston,NY,0,6,0,43.14073,-79.037348
165117,Hatchet Hardware of Waterford,Waterford,NY,0,2,0,42.782254,-73.696148
175241,PEPSICO INC STATION 3,Valhalla,NY,0,2,0,41.095104,-73.77466
182224,SUNY BUFFALO PARKER 7,Buffalo,NY,0,2,0,42.951165,-78.822439
183197,LEVITON MELVILLE 1,Melville,NY,0,2,0,40.783554,-73.419929
183764,CHEEKTOWAGA BROADWAY #2,Cheektowaga,NY,0,1,0,42.902643,-78.753096
190794,SARATOGA CASINO STATION 4,Saratoga Springs,NY,0,2,0,43.062278,-73.775976
223526,320 Mason Ave,New York,NY,0,4,0,40.584984,-74.088044
252716,NYS Comptroller Office Garage,Albany,NY,0,8,0,42.64936,-73.75435
257135,WESTBROOKE WBC LODEN RIGHT,Rochester,NY,0,2,0,43.077368,-77.65157
261699,KOEPPEL HYUNDAI CPE250 2,Queens,NY,0,0,1,40.754044,-73.919245
262332,Patchogue - Municipal parking lot,Patchogue,NY,0,4,0,40.766962,-73.012854
329797,CENTERS HEALTHC EV-1,Brooklyn,NY,0,2,0,40.673435,-73.926002
331729,TOYOTA MASSAPEQ WEST,Seaford,NY,0,2,0,40.673957,-73.49731
333281,Bus Garage,Retsof,NY,0,2,0,42.830676,-77.888898
356969,2360 Amsterdam Ave - Basement 2,New York,NY,0,10,0,40.846036,-73.933078
203290,HOSELTONCHEVY01 STATION 1,East Rochester,NY,0,2,0,43.101796,-77.480894
121487,BURNS MGT CARRIAGE 1,Saratoga Springs,NY,0,2,0,43.131242,-73.752015
150686,GGMC Parking MODA - Tesla Destination,Jamaica,NY,0,7,0,40.705133,-73.801443
44329,Kings Nissan,Brooklyn,NY,0,1,0,40.589167,-73.960707
206305,KIA ELMIRA CT-4020-1,Big Flats,NY,0,2,0,42.15519,-76.87137
251744,Auto Outlets of Wolcott,Wolcott,NY,0,6,0,43.20849,-76.81521
168464,Exit 21 (Catskill),Catskill,NY,0,2,0,42.246692,-73.885289
181903,MOHAWK HARBOR01 STATION #3,Schenectady,NY,0,2,0,42.825252,-73.93119
158614,Locey Lane,Central Valley,NY,0,4,0,41.31519,-74.135494
230953,Gateway to Mount Beacon,Beacon,NY,0,2,0,41.492889,-73.958454
226845,46-71 30th Place,Long Island City,NY,0,6,0,40.743643,-73.936591
334076,OYO Hotel Buena Vista Delhi,Delhi,NY,0,2,0,42.26519,-74.91968
350598,Westminster Place - West,Westminster,NY,0,10,0,43.1323,-76.20776
180156,RIVERHEAD RIVER 2 #1,Riverhead,NY,0,2,0,40.919684,-72.712696
174768,NEW HARTFORD GW-1 1.1,New Hartford,NY,0,2,0,43.092808,-75.316605
350792,Ridgedale Manor - 300's,Greece,NY,0,8,0,43.21206,-77.70714
223250,Quaker Street Branch Library,Delanson,NY,0,4,0,42.73194,-74.19334
148043,CEB Bldg,Niskayuna,NY,0,13,0,42.82891,-73.8742
358926,3 College Rd - Tesla Destination,Monsey,NY,0,6,0,41.110744,-74.090188
357057,ECS Main Office - Parking Lot,Brooklyn,NY,0,2,0,40.6742,-73.9958
334512,HVCC - Lot A,Troy,NY,0,6,0,42.69683,-73.68788
190055,2112-2124 NY 7 EV2,Troy,NY,0,2,0,42.807059,-73.545194
168994,Old Westbury Golf and Country Club - Tesla Destination,Old Westbury,NY,0,3,0,40.802151,-73.601366
182985,LARKIN726RRAMPP LARKIN 3,Buffalo,NY,0,2,0,42.874883,-78.849816
200490,Pinnacle North,Canandaigua,NY,0,4,0,42.876493,-77.269362
334489,Pine Brook Fitness,New Rochelle,NY,0,2,0,40.91754,-73.77662
171482,Hatchet Hardware of Niskayuna,Niskayuna,NY,0,6,0,42.814289,-73.892131
334123,Gates Express and Deli,Rochester,NY,0,4,0,43.14765,-77.71076
226513,GreenSpark Solar,Ontario,NY,0,6,0,43.226726,-77.363446
347840,NAA NAA 6,Newburgh,NY,0,1,0,41.51766,-74.093727
157963,Village of Arcade - Municipal Parking Lot,Arcade,NY,0,2,0,42.534763,-78.42396
174458,RRH CARTER 1 FL GW1,Rochester,NY,0,2,0,43.191475,-77.589269
114992,Icon Parking 101 W 15th - Tesla Destination,New York,NY,0,4,0,40.738371,-73.99688
229082,Village of Voorheesville Public Parking,Voorheesville,NY,0,2,0,42.651438,-73.928356
169949,Simon-Simth Haven Mall,Lake Grove,NY,0,1,3,40.86245,-73.12875
65296,SGE - St. George Courthouse,Staten Island,NY,0,3,0,40.639469,-74.076912
235731,MHM WALL STREET 4,Albany,NY,0,2,0,42.741673,-73.843315
188058,TWN POUND RIDGE STATION #1,Pound Ridge,NY,0,2,0,41.190993,-73.553184
162403,STONY BROOK UNV ESS,Stony Brook,NY,0,2,0,40.914369,-73.125742
162348,STONY BROOK UNV AERTC 1,Stony Brook,NY,0,2,0,40.904154,-73.134871
217204,MONTANTE SOLAR STATION 1,Buffalo,NY,0,2,0,42.918166,-78.867129
217437,MOHAWK CHEVY MOHAWKCHEVY3,Malta,NY,0,2,0,42.968958,-73.811079
359361,The Preston House & Hotel - Tesla Destination,Riverhead,NY,0,2,0,40.918929,-72.656716
347947,30 Becker,West Henrietta,NY,0,10,0,43.043757,-77.673904
357063,Bradley Pl Apts - Parking Lot,Phoenix,NY,0,2,0,43.2348,-76.3005
302804,GLPIZZA.COM GL PIZZA LEFT,Buffalo,NY,0,2,0,42.854747,-78.789976
143464,VANKLEECKS TIRE VANLKEECKS TIRE,Lake Katrine,NY,0,2,0,41.991154,-73.98686
346403,STATE STREET CHARGE 2,Olean,NY,0,2,0,42.077148,-78.424655
357086,Yellowstone Blvd - Garage Floor A,Forest Hills,NY,0,70,0,40.728588,-73.853577
221196,THE HYDE STATION 2,Glens Falls,NY,0,2,0,43.310382,-73.634822
53442,Ruge's Chevrolet,Millbrook,NY,0,1,0,41.791563,-73.659717
220961,BMWHV HV FAST CHARGER,Poughkeepsie,NY,0,0,1,41.630563,-73.914486
250806,GREATNECK PLAZA PLAZA CENTER,Great Neck,NY,0,2,0,40.787424,-73.729999
201636,3500 Dekalb Ave,Bronx,NY,0,2,0,40.882337,-73.880265
202274,EVolve NY Plattsburgh,Plattsburgh,NY,0,0,4,44.69408,-73.48529
174196,COLACINO INUSTR COLACINO 3,Newark,NY,0,2,0,43.0489,-77.09397
195713,Holiday Inn Utica (Burrstone Inn),New Hartford,NY,0,2,0,43.094105,-75.284895
181661,HAMPTON INN STATION 4,Staten Island,NY,0,2,0,40.612678,-74.178885
230231,New Tech Energy,Brooklyn,NY,0,1,0,40.628872,-73.971992
197539,The Sherburne News,Sherburne,NY,0,2,0,42.678484,-75.497735
353052,George's Island Park,Montrose,NY,0,12,0,41.236867,-73.938597
324870,TDC Building 6,Plattsburgh,NY,0,2,0,44.68978,-73.50992
347357,Kendal at Ithaca 1 (South Lot),Ithaca,NY,0,4,0,42.474763,-76.484843
185143,TOB CHARGERS EV STATION 1,Farmingville,NY,0,2,0,40.845511,-73.015725
308794,HEATHERWOOD SUNRIVER,Manorville,NY,0,2,0,40.825446,-72.81123
193845,SIENA COLLEGE FOY HALL EVSE2,Latham,NY,0,2,0,42.71947,-73.75316
213340,NORTHTOWN CENTE NORTHTOWN CENTE,Buffalo,NY,0,2,0,42.995621,-78.783178
334473,Stevens Manor East,Middletown,NY,0,8,0,41.47627,-74.37712
350369,Metro Ford,Schenectady,NY,0,6,2,42.77087,-73.89233
115108,Quik Park 82nd Street LLC - Tesla Destination,New York,NY,0,3,0,40.774511,-73.952039
180117,854ELLICOTT 854 ELLICOTT 2,Buffalo,NY,0,2,0,42.901762,-78.867248
162261,KINGSTON VISITORS CENTER,Kingston,NY,0,2,0,41.918516,-73.982758
114974,Icon Parking 205 E 63rd St - Tesla Destination,Manhattan,NY,0,2,0,40.763981,-73.964368
324876,The Museum on Blue Mountain Lake,Blue Mountain Lake,NY,0,4,0,43.86912,-74.43222
346625,Middletown Honda Public,Middletown,NY,0,1,0,41.460958,-74.37459
183223,TSS ALBANY STATIONS 1 & 2,Schenectady,NY,0,2,0,42.83288,-73.90392
311057,CITY OF BEACON VAN NYDECK AVE,Beacon,NY,0,2,0,41.502022,-73.965812
257757,The Westport,New York,NY,0,2,0,40.768211,-73.989479
223133,HVCC Garage Level 2,Troy,NY,0,4,0,42.69487,-73.6859
235343,FC1225 2144 S#2,Rochester,NY,0,2,0,43.095162,-77.61994
164422,BEVERWYCK STATION 3,Slingerlands,NY,0,2,0,42.655716,-73.83983
150340,960 BUSTI 960 BUSTI 1,Buffalo,NY,0,2,0,42.908953,-78.900652
350576,SHINEMAN SOUTH LEE HALL 5,Oswego,NY,0,2,0,43.453984,-76.540843
152233,600 RIVER ROAD 600 RIVER,North Tonawanda,NY,0,2,0,43.035576,-78.887184
236640,122 South Church St.,Schenectady,NY,0,6,0,42.81377,-73.948
355243,Motel 6 Rochester Aiport,Rochester,NY,0,10,0,43.138789,-77.66892
314100,Central Ave Hyundai,Hartsdale,NY,0,0,1,41.016336,-73.802138
325295,KINGSTON NORTH FRONT ST,Kingston,NY,0,2,0,41.935392,-74.021881
114958,Hilton Garden Inn - Downtown Ithaca - Tesla Destination,Ithaca,NY,0,2,0,42.440502,-76.497331
118964,Van Schaick Island,Cohoes,NY,0,1,0,42.767009,-73.689847
335331,70 Memorial,Pleasantville,NY,0,28,0,41.13385,-73.793113
158243,EXECUTIVE PARK #4,Montebello,NY,0,2,0,41.12011,-74.11662
104135,Village of Cherry Valley,Cherry Valley,NY,0,2,0,42.797294,-74.758022
223263,Sharon Chevrolet (Inside),Liverpool,NY,0,3,0,43.18218,-76.25699
308629,RMI SPARKY,Cicero,NY,0,2,0,43.189634,-76.126637
150697,Bruno's Bakery and Restaurant Hylan Blvd - Tesla Destination,Staten Island,NY,0,2,0,40.588091,-74.089936
189502,Schenectady County - 388 Broadway,Schenectady,NY,0,10,0,42.80848,-73.94647
323938,PFIZER PR EV 23,Pearl River,NY,0,2,0,41.076748,-74.017992
168419,LUCC,Lakeville,NY,0,4,0,42.836581,-77.710466
333991,Living Roots Wine and Co,Hammondsport,NY,0,2,0,42.406355,-77.19253
333804,Comfort Inn Glenmont,Glenmont,NY,0,8,0,42.622351,-73.778286
230775,Jones Beach Field 5,Wantagh,NY,0,2,0,40.601141,-73.502518
226485,Chautauqua Institution School of Art - North Lot,Chatauqua,NY,0,1,0,42.210705,-79.471833
115147,Icon Parking 51 W 22nd - Tesla Destination,New York,NY,0,3,0,40.742059,-73.992694
189513,123 Everett Road,Albany,NY,0,6,0,42.69514,-73.77107
223305,Legoland New York Resort ADA,Goshen,NY,0,2,0,41.379,-74.31532
223225,117 South Main,Syracuse,NY,0,2,0,43.13471,-76.12919
223281,110 East End Ave,New York,NY,0,4,0,40.77447,-73.94599
334523,HVCC Garage Ground,Troy,NY,0,4,0,42.69486,-73.68583
162214,NATIONAL GRID CHILIS AMHERST,Amherst,NY,0,2,0,42.984648,-78.821984
154441,SPOT cowork Rochester - Tesla Destination,Rochester,NY,0,4,0,43.091951,-77.580634
193536,OLD STONEHOUSE GUEST PARKING,Warwick,NY,0,2,0,41.245842,-74.370384
115097,Icon Parking E 48th Street - Tesla Destination,New York,NY,0,3,0,40.753079,-73.968032
225162,FIVE-STAR BANK SOUTH CHARGER,Buffalo,NY,0,2,0,42.977403,-78.702441
311813,Village of Sherman EV Station,Sherman,NY,0,0,2,42.16011,-79.596012
346485,AMPHENOL 191 4060 STATION 3,Sidney,NY,0,2,0,42.3062,-75.400099
102338,125 Victory Hwy - Tesla Supercharger,Painted Post,NY,0,0,10,42.170757,-77.108063
225114,Meadowbrook Apartments West,Slingerlands,NY,0,4,0,42.65131,-73.85003
154052,5TH AVE RIVER STREET 2,Troy,NY,0,2,0,42.73511,-73.68805
218222,North Coast Subaru,Glen Cove,NY,0,1,0,40.864143,-73.626372
334469,Loudon Arms - Pool,Albany,NY,0,10,0,42.67486,-73.74996
162367,MUNICIPAL LOT VOH LOT,Hamilton,NY,0,2,0,42.827,-75.542481
220395,BNE MASTER 5000 MURRAY ST3,Pearl River,NY,0,2,0,41.046192,-74.003316
145392,RRH ST MARYS 2,Rochester,NY,0,2,0,43.149393,-77.636704
323432,MILTON NY SUZANNES EV3,Ballston Spa,NY,0,2,0,43.042794,-73.855037
115187,Icon 80 Riverside Blvd - Tesla Destination,New York,NY,0,3,0,40.775374,-73.989687
122488,MTP Parking 41-42 24th Street - Tesla Destination,Long Island City,NY,0,4,0,40.751556,-73.941406
187784,WHEATLAND-CHILI ELEMENTRY1,Scottsville,NY,0,2,0,43.025917,-77.748225
167127,Exit 18 (New Paltz),New Paltz,NY,0,2,0,41.740234,-74.062195
192640,AECSOLAR STATION 3 AEC,Albany,NY,0,2,0,42.703342,-73.85704
192571,COMPETITION BMW BMW- PUBLIC,Smithtown,NY,0,2,0,40.860706,-73.158217
180097,BURNS MGT SGA 3,Saratoga Springs,NY,0,2,0,43.086973,-73.795807
214302,TOWN OF MORIAH MORIAHEV3,Port Henry,NY,0,2,0,44.048405,-73.46113
180106,DEWITT EV 1 CHARGEPOINT,East Syracuse,NY,0,2,0,43.045918,-76.049853
162267,U OF R HELEN WOOD HALL,Rochester,NY,0,2,0,43.1209,-77.625625
257922,CLIENT FACING BMW PUBLIC,White Plains,NY,0,2,0,41.044529,-73.80371
182158,COMFORT- CHARGE STATION 3,Lake George,NY,0,2,0,43.41169,-73.708435
184039,Red Roof Inn,Binghamton,NY,0,2,0,42.12443,-75.909169
115110,Rapidpark 351 East 83rd - Tesla Destination,New York,NY,0,3,0,40.775123,-73.951193
350286,Finger Lakes Hotel - Loomis Housing,Farmington,NY,0,10,0,42.991212,-77.360562
114979,Gurney's Montauk Resort & Spa - Tesla Destination,Montauk,NY,0,3,0,41.016398,-71.991389
212978,STPETERHOSPITAL EV STATION #4,Albany,NY,0,2,0,42.654875,-73.802365
222224,ELLIS CHEVY LVL2 #2,Malone,NY,0,2,0,44.85001,-74.28445
189519,The Hamlet,Saratoga Springs,NY,0,4,0,43.09065,-73.7721
324890,W Brook Ave,Lake George,NY,0,1,0,43.41736,-73.71261
162455,STONY BROOK UNV ARENA 1,Stony Brook,NY,0,2,0,40.917249,-73.12728
197754,Bob Johnson Mazda,Rochester,NY,0,4,0,43.078957,-77.645007
347196,QPK Design LLP,Syracuse,NY,0,6,0,43.04564,-76.15275
321515,Water Treatment Plant,Yonkers,NY,0,6,0,40.961817,-73.87197
259510,Courtyard Syracuse Downtown At Armory Square,Syracuse,NY,0,0,2,43.048887,-76.15699
115035,Icon Parking 240 East Broadway - Tesla Destination,New York,NY,0,3,0,40.714821,-73.987138
154899,Lorell Professional Building,North Babylon,NY,0,2,0,40.747521,-73.324952
324891,Wag N Wheel Wash,New Hartford,NY,0,6,0,43.05439,-75.27166
163515,ADK FOLK SCHOOL STATION 1,Lake Luzerne,NY,0,2,0,43.320377,-73.84187
335769,31 W Tioga St,Spencer,NY,0,4,0,42.20934,-76.49448
115153,Icon Parking E 88th Street - Tesla Destination,New York,NY,0,3,0,40.776461,-73.944363
346921,Hudson West,Marlboro,NY,0,5,0,41.609552,-73.971496
162336,BEDFORDEV TOWN HALL,Bedford Hills,NY,0,2,0,41.23982,-73.699073
223468,DEWITT EV 1 CARRIERPARK#2,East Syracuse,NY,0,2,0,43.080509,-76.078647
115216,Home 2 Suites Queensbury - Tesla Destination,Queensbury,NY,0,4,0,43.328248,-73.681635
240935,Columbus and Dante,Tuckahoe,NY,0,6,0,40.95781,-73.821673
143493,HYATT POUGHKEPS HYATT POUGHKEPS,Poughkeepsie,NY,0,2,0,41.63666,-73.91962
356949,The Bay Club - Bay Club Bldg 1,Flushing,NY,0,10,0,40.778494,-73.780423
252952,SU UNIV. GARAGE,Syracuse,NY,0,2,0,43.0441,-76.133779
191252,799 SENECA STATION 10,Buffalo,NY,0,1,0,42.875115,-78.847343
156614,RRH PORTLAND L1,Rochester,NY,0,2,0,43.192753,-77.58572
206915,BORO PARK BORO CHARGE 8,Borough Park,NY,0,2,0,40.638536,-73.99864
201879,Burger King - Hamburg,Hamburg,NY,0,2,0,42.73462,-78.83824
237299,HHH STATION ONE STATION 1,Dix Hills,NY,0,2,0,40.804055,-73.36006
180673,STOHL STOHL3,Orchard Park,NY,0,1,0,42.779439,-78.781273
171344,SUNY BUFFALO JACOBS 3,Buffalo,NY,0,2,0,42.99886,-78.78732
201295,NAPA Auto Parts,Spencerport,NY,0,4,0,43.217882,-77.758291
294845,PFIZER PR EV 05,Pearl River,NY,0,2,0,41.076752,-74.018113
351778,Stone Dock Golf Course,High Falls,NY,0,4,0,41.81627,-74.15214
357262,AMNH-PARKING STATION 1,New York,NY,0,2,0,40.781454,-73.973835
356902,Pinnacle City - 1st Floor,Brooklyn,NY,0,5,0,40.720345,-73.961534
123069,QFA - Queens Family Court Municipal Garage,Queens,NY,0,3,0,40.701647,-73.803843
124140,The Veneto,New York,NY,0,2,0,40.756766,-73.967481
347373,Schenectady Metroplex,Schenectady,NY,0,4,0,42.813196,-73.940158
166729,Staten Island Mall Macys,Staten Island,NY,0,2,0,40.583139,-74.166332
190086,THE ELMS THE ELMS,Lake Luzerne,NY,0,2,0,43.312741,-73.835249
114896,Standard Parking Pierepoint Plaza - Tesla Destination,Brooklyn,NY,0,3,0,40.695115,-73.990993
207917,Royal Development Manorville Square,Manorville,NY,0,0,4,40.82474,-72.80709
226525,Ferrario Ford Lincoln,Elmira,NY,0,1,0,42.149016,-76.832206
162190,SUNY NEW PALTZ SUNY NEW PALTZ,New Paltz,NY,0,2,0,41.738917,-74.080123
333962,The Alander,Copake,NY,0,2,0,42.08181,-73.54417
356143,RIVERTRAIL RIVERTRAIL EV2,Saranac Lake,NY,0,2,0,44.329498,-74.12935
230847,Herzog Supply Co,Kingston,NY,0,2,0,41.936339,-74.017427
334428,Country Manor Building 100,Middletown,NY,0,6,0,41.45874,-74.39447
175242,TG EV STATIONS LEFT STATION,Gardiner,NY,0,2,0,41.74457,-74.11794
331167,STOLER STOLER LEXUS,Farmingdale,NY,0,2,0,40.74675,-73.423421
227074,Icon Tower Garage,Syracuse,NY,0,8,0,43.047726,-76.151031
357617,Storms Ford,Southampton,NY,0,6,8,40.899306,-72.374477
333723,JCC of Schenectady,Schenectady,NY,0,6,0,42.831507,-73.893241
223301,14 Plaza Drive,Latham,NY,0,2,0,42.76865,-73.75889
260788,ISLANDIA CORP STATION 2,Islandia,NY,0,2,0,40.807705,-73.17718
223092,Albany Country Club,Voorheesville,NY,0,6,0,42.68181,-73.92441
223112,Towers on the Hudson,Troy,NY,0,10,0,42.73296,-73.68495
236287,COLE GROUP CEDAR PARK 3,Troy,NY,0,2,0,42.741401,-73.670819
197197,ESF LOT P22 2,Syracuse,NY,0,2,0,43.035228,-76.139678
322764,MILTON NY P&R EV1,Ballston Spa,NY,0,2,0,43.044553,-73.853766
174028,SULLIVAN PARK CENTER WAY 1,Corning,NY,0,2,0,42.153054,-77.053977
230215,New King Holding LLC,West Harrison,NY,0,2,0,41.083498,-73.714367
187173,Exit 38 (Liverpool),Bayberry,NY,0,2,0,43.114426,-76.214147
227090,Davidson Chevrolet Buick GMC,Watertown,NY,0,2,0,43.93595,-75.930779
310097,2000 Westchester,Purchase,NY,0,2,0,41.016756,-73.711198
319717,MONROE COUNTY HIGHLAND S1,Rochester,NY,0,2,0,43.130883,-77.608427
181133,QUEENSBURY TOWN ACT CTR 2,Queensbury,NY,0,2,0,43.36059,-73.65705
262439,CITY OF ALBANY 200 H. JOHNSON,Albany,NY,0,2,0,42.662795,-73.758897
307398,"21 Sealey road, Hempstead",Hempstead,NY,0,4,0,40.71385,-73.63161
155289,VASSAR COLLEGE SOUTH LOT 1,Arlington,NY,0,2,0,41.681836,-73.894667
223835,G & M REALTY 2 STATION 4,LIC,NY,0,2,0,40.745344,-73.94618
252140,CORP COMM 3 STATION 9 CC3,Staten Island,NY,0,2,0,40.604082,-74.179499
257674,Woodbury Common - Tesla Supercharger,Central Valley,NY,0,0,12,41.313038,-74.124907
238221,TOWN OF MP TMP STATION 2,Valhalla,NY,0,1,0,41.095986,-73.777545
225919,79 South Ferry Road (US-B99-2XN-2),Shelter Island,NY,0,1,0,41.05703,-72.32437
171241,DCEC - N DEPOT DCEC #1,Delhi,NY,0,2,0,42.271027,-74.919526
312690,ESF MARSHALL HALL 1,Syracuse,NY,0,2,0,43.03409,-76.136233
171726,TOWN OF RED HK RED HOOK 1,Red Hook,NY,0,2,0,41.987127,-73.880399
114929,Hampton Inn Cortland - Tesla Destination,Cortland,NY,0,1,0,42.607282,-76.163925
237955,COLE GROUP BROOKVIEW 2,Schenectady,NY,0,2,0,42.804824,-74.000142
180132,SIBLEY SQUARE MORTIMER GW FL3,Rochester,NY,0,2,0,43.157689,-77.607116
191449,799 SENECA STATION 13,Buffalo,NY,0,1,0,42.875107,-78.847268
334508,Mohawk Honda Dealership Outside,Scotia,NY,0,6,0,42.84705,-73.94254
212941,STAYBRIDGE STATION2,Albany,NY,0,2,0,42.712961,-73.811472
334441,Mill Creek - A,East Greenbush,NY,0,8,0,42.61341,-73.70259
254202,FC1225 LATHAM FARMS PR,Latham,NY,0,2,0,42.757072,-73.76193
143172,HUDSON PRESERVE BLDG 7 #7,Watervliet,NY,0,2,0,42.732693,-73.72359
162199,NATIONAL GRID KOHLS CLIFTON,Clifton Park,NY,0,2,0,42.860939,-73.771285
227531,SAREMBAS STATION 2,Saratoga Springs,NY,0,2,0,43.078663,-73.790306
175754,EXECUTIVE PARK #3,Montebello,NY,0,2,0,41.12016,-74.11672
227682,Akwesasne Mohawk RV Parking,Hogansburg,NY,0,2,0,44.968385,-74.640549
194627,SIENA COLLEGE MORRELL EVSE2,Latham,NY,0,2,0,42.71999,-73.75081
334439,Harrison Place,Malone,NY,0,2,0,44.84823,-74.29459
254365,MONROE COUNTY WESTFALL EAST,Rochester,NY,0,2,0,43.113396,-77.621539
360887,Advantage Honda,Saint James,NY,0,0,1,40.86112,-73.160553
150581,IMPark 302 2nd St - Tesla Destination,Brooklyn,NY,0,4,0,40.674312,-73.98488
250867,Courtyard by Marriott Kingston-QBDestinationSiteID37717 - Tesla Destination,Kingston,NY,0,2,0,41.96969,-73.986387
162472,MP 102 LLC MP 102 LLC,New York,NY,0,2,0,40.791267,-73.952039
115078,ABM Parking Services 285 W 50th Street LLC - Tesla Destination,New York,NY,0,3,0,40.762411,-73.984495
200956,Roosevelt Field - Tesla Supercharger,Garden City,NY,0,0,12,40.741602,-73.613058
214708,South Port Shopping Center - Tesla Supercharger,Shirley,NY,0,0,12,40.80588,-72.85978
180634,PICOTTE 11 CORPORATE 1,Albany,NY,0,2,0,42.68346,-73.76684
201775,CHRISTCHURCH STATION 1,Red Hook,NY,0,2,0,41.993038,-73.878435
232960,LEX COOP EAST STATION,Buffalo,NY,0,2,0,42.94798,-78.845406
162311,UTICA CITY HALL CITY OF UTICA,Utica,NY,0,2,0,43.101554,-75.235544
115006,MPG 121 Reade Street - Tesla Destination,New York,NY,0,3,0,40.716268,-74.009491
165398,LIVEWELL GROUP 101 BAXTER CT,Delmar,NY,0,2,0,42.60808,-73.84867
150586,Sylvan Parking 136-33 37th Ave - Tesla Destination,Flushing,NY,0,3,0,40.761959,-73.829813
356885,Parker Towers 40 - Garage 40,Forest Hills,NY,0,20,0,40.7232,-73.8505
115069,Quik Park Columbia Garage LLC - Tesla Destination,New York,NY,0,3,0,40.795624,-73.971961
122477,MTP Parking 568 Union Ave - Tesla Destination,Brooklyn,NY,0,4,0,40.718054,-73.951847
194170,101 E 78th St,New York,NY,0,2,0,40.774878,-73.960671
316934,1 WATERLINE STATION#9,New York,NY,0,2,0,40.772916,-73.99263
115140,Rapidpark 480 Riverside (120th St) - Tesla Destination,New York,NY,0,3,0,40.811187,-73.963571
351526,Tullys Goodtimes Erie Blvd,Syracuse,NY,0,6,0,43.05581,-76.08862
223091,Airport Executive Park,Nanuet,NY,0,2,0,41.1091,-74.02886
194168,170 E End Ave,New York,NY,0,2,0,40.775792,-73.944015
193242,5 FARRELL ROAD TOWN HALL EVSE1,Willsboro,NY,0,2,0,44.370823,-73.39599
308827,LeadCar GMC of Utica,UTICA,NY,0,0,1,43.136854,-75.217281
233102,Mid-Hudson Library System,Poughkeepsie,NY,0,4,0,41.70038,-73.93042
175629,TOWN GLENVILLE IM PARK EV2,Glenville,NY,0,2,0,42.887606,-73.936799
115251,PV Parking 40-07 73rd St - Tesla Destination,Woodside,NY,0,4,0,40.746481,-73.892258
356992,Pratt MWP College - Parking Lot,Utica,NY,0,8,0,43.097705,-75.240104
114889,Standard Parking 1360 Fulton Street - Tesla Destination,Brooklyn,NY,0,2,0,40.680168,-73.946022
122766,MUNICIPAL BLDG PUBLIC - B,Croton-on-Hudson,NY,0,2,0,41.208506,-73.8875
167884,"NY DCFC WATER MILL, NY",Water Mill,NY,0,0,1,40.911797,-72.353065
115233,The Point Resort - Tesla Destination,Saranac Lake,NY,0,3,0,44.303571,-74.330278
173964,RRH RIEDMAN CAMP 5,Rochester,NY,0,2,0,43.202583,-77.574614
357120,St Anns Cherry Ridge - Front Lot,Webster,NY,0,4,0,43.20918,-77.469737
360568,BELMONTEASTVIEW CLUB 3,Central Islip,NY,0,2,0,40.768369,-73.192356
162134,ALBANY COUNTY RAIL TRAIL,Slingerlands,NY,0,2,0,42.629269,-73.863661
150564,Longhouse Reserve - Tesla Destination,East Hampton,NY,0,4,0,40.982212,-72.200115
307724,NATIONAL GRID KOHLS AMSTERDAM,Amsterdam,NY,0,2,0,42.965599,-74.190194
357109,87-40 Francis Lewis Blvd - Garage,Queens,NY,0,42,0,40.722417,-73.761698
162356,SHELTER ISLAND STATION 1,Shelter Island,NY,0,2,0,41.069794,-72.338548
174708,CITY HALL 12534 CITY HALL 2,Hudson,NY,0,2,0,42.24911,-73.78468
358295,Ford Charge - Bailey Ford of Plattsburgh,Plattsburgh,NY,0,0,4,44.729069,-73.434309
347996,REGENERON 47G-03,East Greenbush,NY,0,2,0,42.637281,-73.711822
333882,Hillside Shell Service Center,Valhalla,NY,0,4,0,41.08,-73.77707
174764,NEW HARTFORD GW-1 1.3,New Hartford,NY,0,2,0,43.092842,-75.3164
205826,Northeast Bronx YMCA,Bronx,NY,0,4,0,40.882786,-73.841986
182265,SUNY BUFFALO JACOBS 7,Buffalo,NY,0,2,0,42.998864,-78.787049
251159,MPG Parking,New York,NY,0,2,0,40.758967,-73.995189
358436,Revel - Brooklyn Superhub,Brooklyn,NY,0,0,25,40.699334,-73.949665
162207,NATIONAL GRID CHILI'S NIAGARA,Niagara Falls,NY,0,2,0,43.094737,-78.973192
185740,PJ VILLAGE BARNUM PARKING,Port Jefferson,NY,0,2,0,40.944218,-73.070775
173864,BURNS MGT OXFORD 4,Albany,NY,0,2,0,42.685296,-73.870736
260293,2nd Precinct,Yonkers,NY,0,3,0,40.919447,-73.868721
321155,Raymour & Flanigan - Tesla Supercharger,Brooklyn,NY,0,0,12,40.581175,-73.985218
168261,ROCKLAND COUNTY STATION 1,Monsey,NY,0,1,0,41.105862,-74.0692
352066,HAMMOCKS CANAND HATC 7000 LEFT,Canandaigua,NY,0,2,0,42.880601,-77.297098
182001,2 WEST AVE 2 WEST 1.3,Saratoga Springs,NY,0,2,0,43.084282,-73.80298
332704,MONROE COUNTY MCC BR W2,Rochester,NY,0,2,0,43.101309,-77.612707
180991,CAR CHARGERS NUMBER 411,Jamesville,NY,0,1,0,43.013283,-76.084335
356986,30 Lincoln Plaza - Garage,New York,NY,0,8,0,40.7706,-73.9817
